year,reporter,partner,commodity_code,section_code,trade_value_usd_exp,trade_value_usd_imp
2017,Argentina,Mexico,841459,16,22523,2541194
2018,Argentina,Mexico,841459,16,12144,291417
2019,Argentina,Mexico,841459,16,48217,154295
2020,Argentina,Mexico,841459,16,119506,188277
2017,Argentina,Mexico,841480,16,1147052,699237
2018,Argentina,Mexico,841480,16,340726,875400
2019,Argentina,Mexico,841480,16,0,1023354
2020,Argentina,Mexico,841480,16,372667,801983
2017,Argentina,Mexico,841490,16,142850,552422
2018,Argentina,Mexico,841490,16,123278,430109
2019,Argentina,Mexico,841490,16,225029,490497
2020,Argentina,Mexico,841490,16,79604,271268
2017,Argentina,Mexico,841510,16,0,73718
2018,Argentina,Mexico,841510,16,0,224059
2019,Argentina,Mexico,841510,16,0,66241
2020,Argentina,Mexico,841510,16,0,25654
2017,Argentina,Mexico,841520,16,5130,2144
2018,Argentina,Mexico,841520,16,0,4391
2019,Argentina,Mexico,841520,16,0,291
2020,Argentina,Mexico,841520,16,0,1368
2017,Argentina,Mexico,841582,16,0,34057
2020,Argentina,Mexico,841582,16,0,23600
2018,Argentina,Mexico,841583,16,0,20578
2020,Argentina,Mexico,841583,16,0,7824
2017,Argentina,Mexico,841590,16,2730,308991
2018,Argentina,Mexico,841590,16,3904,345654
2019,Argentina,Mexico,841590,16,0,493982
2020,Argentina,Mexico,841590,16,1399,308505
2017,Argentina,Mexico,841620,16,16116,347399
2018,Argentina,Mexico,841620,16,0,48448
2019,Argentina,Mexico,841620,16,71456,43
2020,Argentina,Mexico,841620,16,0,123
2017,Argentina,Mexico,841630,16,0,434
2017,Argentina,Mexico,841690,16,14170,1486
2018,Argentina,Mexico,841690,16,0,4388
2019,Argentina,Mexico,841690,16,0,1868
2020,Argentina,Mexico,841690,16,0,924
2018,Argentina,Mexico,841710,16,0,1448568
2019,Argentina,Mexico,841710,16,0,1014179
2020,Argentina,Mexico,841710,16,0,1448673
2017,Argentina,Mexico,841720,16,0,12800
2018,Argentina,Mexico,841720,16,0,58434
2020,Argentina,Mexico,841780,16,0,8774
2017,Argentina,Mexico,841790,16,0,1782
2018,Argentina,Mexico,841790,16,0,644
2019,Argentina,Mexico,841790,16,0,1107188
2017,Argentina,Mexico,841810,16,0,25735615
2018,Argentina,Mexico,841810,16,0,9973789
2019,Argentina,Mexico,841810,16,0,3005329
2020,Argentina,Mexico,841810,16,0,1402580
2018,Argentina,Mexico,841821,16,0,557
2017,Argentina,Mexico,841830,16,3510,0
2018,Argentina,Mexico,841840,16,0,78039
2019,Argentina,Mexico,841840,16,0,107640
2017,Argentina,Mexico,841850,16,23256,19664727
2018,Argentina,Mexico,841850,16,0,4777287
2019,Argentina,Mexico,841850,16,0,11114929
2020,Argentina,Mexico,841850,16,0,6116303
2017,Argentina,Mexico,841869,16,285063,1023854
2018,Argentina,Mexico,841869,16,140728,821511
2019,Argentina,Mexico,841869,16,236362,558175
2020,Argentina,Mexico,841869,16,163460,402288
2017,Argentina,Mexico,841891,16,0,8284
2018,Argentina,Mexico,841891,16,0,15727
2019,Argentina,Mexico,841891,16,0,33466
2020,Argentina,Mexico,841891,16,0,8162
2017,Argentina,Mexico,841899,16,4823,3866254
2018,Argentina,Mexico,841899,16,10081,2917533
2019,Argentina,Mexico,841899,16,0,659500
2020,Argentina,Mexico,841899,16,0,615983
2017,Argentina,Mexico,841919,16,0,12782
2019,Argentina,Mexico,841919,16,0,11878
2017,Argentina,Mexico,841920,16,191640,0
2019,Argentina,Mexico,841920,16,0,68981
2020,Argentina,Mexico,841920,16,0,569036
2017,Argentina,Mexico,841931,16,184018,0
2017,Argentina,Mexico,841939,16,272458,94542
2018,Argentina,Mexico,841939,16,2799913,13719
2019,Argentina,Mexico,841939,16,0,38237
2020,Argentina,Mexico,841939,16,0,54019
2017,Argentina,Mexico,841940,16,0,17588
2017,Argentina,Mexico,841950,16,56188,3220632
2018,Argentina,Mexico,841950,16,0,2472160
2019,Argentina,Mexico,841950,16,43879,959439
2020,Argentina,Mexico,841950,16,0,610460
2017,Argentina,Mexico,841960,16,0,61556
2017,Argentina,Mexico,841981,16,672661,1466673
2018,Argentina,Mexico,841981,16,0,52728
2020,Argentina,Mexico,841981,16,399289,0
2017,Argentina,Mexico,841989,16,3575328,369461
2018,Argentina,Mexico,841989,16,1849088,152731
2019,Argentina,Mexico,841989,16,813415,31776
2020,Argentina,Mexico,841989,16,1371426,237245
2017,Argentina,Mexico,841990,16,101349,209113
2018,Argentina,Mexico,841990,16,0,1208454
2019,Argentina,Mexico,841990,16,57751,1456302
2020,Argentina,Mexico,841990,16,0,843863
2017,Argentina,Mexico,842010,16,14187,0
2017,Argentina,Mexico,842112,16,79080,0
2017,Argentina,Mexico,842119,16,144915,15870
2018,Argentina,Mexico,842119,16,0,9027
2019,Argentina,Mexico,842119,16,0,5665
2020,Argentina,Mexico,842119,16,0,23016
2017,Argentina,Mexico,842121,16,0,187224
2018,Argentina,Mexico,842121,16,0,239739
2019,Argentina,Mexico,842121,16,0,165133
2020,Argentina,Mexico,842121,16,21897,192381
2017,Argentina,Mexico,842122,16,192,5293
2017,Argentina,Mexico,842123,16,7488,2221459
2018,Argentina,Mexico,842123,16,53932,2228329
2019,Argentina,Mexico,842123,16,0,2790902
2020,Argentina,Mexico,842123,16,0,2148988
2017,Argentina,Mexico,842129,16,111221,718183
2018,Argentina,Mexico,842129,16,36383,779874
2019,Argentina,Mexico,842129,16,13381,428499
2020,Argentina,Mexico,842129,16,69505,510047
2017,Argentina,Mexico,842131,16,3372,984786
2018,Argentina,Mexico,842131,16,0,1096688
2019,Argentina,Mexico,842131,16,494,665723
2020,Argentina,Mexico,842131,16,0,562824
2017,Argentina,Mexico,842139,16,27156,3275782
2018,Argentina,Mexico,842139,16,118213,3123134
2019,Argentina,Mexico,842139,16,150364,691363
2020,Argentina,Mexico,842139,16,68085,569796
2017,Argentina,Mexico,842191,16,1717,3129
2019,Argentina,Mexico,842191,16,0,8386
2020,Argentina,Mexico,842191,16,0,5148
2017,Argentina,Mexico,842199,16,49827,3879885
2018,Argentina,Mexico,842199,16,91403,3713431
2019,Argentina,Mexico,842199,16,127313,3506067
2020,Argentina,Mexico,842199,16,282346,1930041
2017,Argentina,Mexico,842219,16,0,3621
2017,Argentina,Mexico,842230,16,429497,22745
2018,Argentina,Mexico,842230,16,720878,8812
2019,Argentina,Mexico,842230,16,885121,162689
2020,Argentina,Mexico,842230,16,223568,56914
2017,Argentina,Mexico,842240,16,1142439,56996
2018,Argentina,Mexico,842240,16,1705988,45602
2019,Argentina,Mexico,842240,16,923717,29358
2020,Argentina,Mexico,842240,16,803864,0
2017,Argentina,Mexico,842290,16,531137,7273
2018,Argentina,Mexico,842290,16,494624,24771
2019,Argentina,Mexico,842290,16,436866,21341
2020,Argentina,Mexico,842290,16,454738,18772
2019,Argentina,Mexico,842330,16,0,51964
2017,Argentina,Mexico,842381,16,1419,0
2020,Argentina,Mexico,842381,16,75710,0
2017,Argentina,Mexico,842382,16,481327,0
2020,Argentina,Mexico,842382,16,317105,0
2017,Argentina,Mexico,842389,16,4200,0
2017,Argentina,Mexico,842390,16,46111,3206
2018,Argentina,Mexico,842390,16,0,4058
2020,Argentina,Mexico,842390,16,72271,0
2017,Argentina,Mexico,842410,16,0,290840
2018,Argentina,Mexico,842410,16,0,446640
2019,Argentina,Mexico,842410,16,0,60183
2017,Argentina,Mexico,842420,16,2529,1091
2017,Argentina,Mexico,842430,16,238730,0
2019,Argentina,Mexico,842430,16,393696,0
2017,Argentina,Mexico,842481,16,70436,626892
2018,Argentina,Mexico,842481,16,0,704552
2019,Argentina,Mexico,842481,16,0,1688251
2020,Argentina,Mexico,842481,16,0,4723233
2017,Argentina,Mexico,842489,16,396743,1262951
2018,Argentina,Mexico,842489,16,1783604,1299238
2019,Argentina,Mexico,842489,16,0,911294
2020,Argentina,Mexico,842489,16,0,967905
2017,Argentina,Mexico,842490,16,3463577,169649
2018,Argentina,Mexico,842490,16,2795256,332152
2019,Argentina,Mexico,842490,16,2464137,80264
2020,Argentina,Mexico,842490,16,2834315,1424064
2017,Argentina,Mexico,842511,16,4569,0
2017,Argentina,Mexico,842519,16,239730,6849
2018,Argentina,Mexico,842519,16,0,1214
2019,Argentina,Mexico,842519,16,0,4869
2020,Argentina,Mexico,842519,16,0,5001
2017,Argentina,Mexico,842531,16,2080,0
2017,Argentina,Mexico,842539,16,35492,6834
2018,Argentina,Mexico,842539,16,0,3605
2019,Argentina,Mexico,842539,16,0,1924
2020,Argentina,Mexico,842539,16,0,3959
2018,Argentina,Mexico,842541,16,0,1025
2017,Argentina,Mexico,842542,16,413358,103
2020,Argentina,Mexico,842542,16,0,106
2017,Argentina,Mexico,842549,16,1980,18736
2018,Argentina,Mexico,842549,16,0,10241
2019,Argentina,Mexico,842549,16,0,11509
2020,Argentina,Mexico,842549,16,0,790
2018,Argentina,Mexico,842649,16,0,596785
2017,Argentina,Mexico,842710,16,0,712640
2018,Argentina,Mexico,842710,16,0,646507
2019,Argentina,Mexico,842710,16,0,84679
2017,Argentina,Mexico,842790,16,2999,0
2017,Argentina,Mexico,842820,16,21384,47325
2018,Argentina,Mexico,842820,16,0,57272
2019,Argentina,Mexico,842820,16,0,563766
2020,Argentina,Mexico,842820,16,0,13628
2017,Argentina,Mexico,842832,16,29295,589482
2017,Argentina,Mexico,842833,16,53008,522386
2018,Argentina,Mexico,842833,16,0,421066
2019,Argentina,Mexico,842833,16,212416,80039
2017,Argentina,Mexico,842839,16,208071,524696
2018,Argentina,Mexico,842839,16,186940,54353
2019,Argentina,Mexico,842839,16,206734,23315
2020,Argentina,Mexico,842839,16,187431,54098
2017,Argentina,Mexico,842890,16,460170,349782
2018,Argentina,Mexico,842890,16,271450,239112
2019,Argentina,Mexico,842890,16,337611,96790
2020,Argentina,Mexico,842890,16,1089196,111749
2017,Argentina,Mexico,842940,16,0,14027
2019,Argentina,Mexico,842940,16,0,12325
2017,Argentina,Mexico,843061,16,0,190221
2018,Argentina,Mexico,843061,16,0,117649
2019,Argentina,Mexico,843061,16,0,87466
2017,Argentina,Mexico,843069,16,0,1361967
2018,Argentina,Mexico,843069,16,0,855074
2019,Argentina,Mexico,843069,16,0,383787
2020,Argentina,Mexico,843069,16,0,542655
2017,Argentina,Mexico,843110,16,236,478
2018,Argentina,Mexico,843110,16,0,10527
2019,Argentina,Mexico,843110,16,0,5542
2020,Argentina,Mexico,843110,16,1594,17
2017,Argentina,Mexico,843120,16,0,36950
2018,Argentina,Mexico,843120,16,0,23961
2019,Argentina,Mexico,843120,16,0,24818
2020,Argentina,Mexico,843120,16,0,30869
2018,Argentina,Mexico,843131,16,0,11700
2019,Argentina,Mexico,843131,16,0,221
2017,Argentina,Mexico,843139,16,96112,282361
2018,Argentina,Mexico,843139,16,88095,38788
2019,Argentina,Mexico,843139,16,18210,36914
2020,Argentina,Mexico,843139,16,163694,533399
2017,Argentina,Mexico,843141,16,0,69481
2018,Argentina,Mexico,843141,16,0,26542
2019,Argentina,Mexico,843141,16,0,2731
2017,Argentina,Mexico,843143,16,124824,1236518
2018,Argentina,Mexico,843143,16,439373,1209164
2019,Argentina,Mexico,843143,16,684092,1947419
2020,Argentina,Mexico,843143,16,311214,482902
2017,Argentina,Mexico,843149,16,234181,259778
2018,Argentina,Mexico,843149,16,0,356016
2019,Argentina,Mexico,843149,16,0,407763
2020,Argentina,Mexico,843149,16,0,605425
2017,Argentina,Mexico,843229,16,112944,0
2020,Argentina,Mexico,843229,16,0,2898
2017,Argentina,Mexico,843230,16,360574,4516460
2018,Argentina,Mexico,843230,16,0,4947824
2019,Argentina,Mexico,843230,16,0,620166
2020,Argentina,Mexico,843230,16,0,769143
2017,Argentina,Mexico,843290,16,328120,20634
2018,Argentina,Mexico,843290,16,270132,69494
2019,Argentina,Mexico,843290,16,168918,86389
2020,Argentina,Mexico,843290,16,0,129714
2017,Argentina,Mexico,843311,16,0,301052
2018,Argentina,Mexico,843311,16,0,102093
2017,Argentina,Mexico,843353,16,52065,0
2017,Argentina,Mexico,843359,16,67365,0
2017,Argentina,Mexico,843360,16,48758,906145
2018,Argentina,Mexico,843360,16,0,158774
2017,Argentina,Mexico,843390,16,6030,128955
2018,Argentina,Mexico,843390,16,23399,30427
2019,Argentina,Mexico,843390,16,11423,23223
2020,Argentina,Mexico,843390,16,34984,39094
2017,Argentina,Mexico,843420,16,90183,0
2017,Argentina,Mexico,843490,16,8298,0
2018,Argentina,Mexico,843490,16,49454,0
2020,Argentina,Mexico,843490,16,88643,0
2017,Argentina,Mexico,843510,16,9800,12245
2019,Argentina,Mexico,843590,16,0,34
2017,Argentina,Mexico,843629,16,0,3927
2018,Argentina,Mexico,843680,16,0,240198
2017,Argentina,Mexico,843691,16,0,2210
2018,Argentina,Mexico,843691,16,0,1501
2019,Argentina,Mexico,843691,16,0,1186
2020,Argentina,Mexico,843691,16,0,1157
2018,Argentina,Mexico,843699,16,0,1831
2019,Argentina,Mexico,843699,16,0,1689
2020,Argentina,Mexico,843699,16,0,58
2019,Argentina,Mexico,843710,16,0,5017
2017,Argentina,Mexico,843780,16,0,3954
2017,Argentina,Mexico,843790,16,18984,607
2017,Argentina,Mexico,843810,16,16213,430221
2018,Argentina,Mexico,843810,16,0,92094
2019,Argentina,Mexico,843810,16,141876,5197
2017,Argentina,Mexico,843840,16,74443,0
2017,Argentina,Mexico,843850,16,28920,40101
2018,Argentina,Mexico,843850,16,73550,0
2019,Argentina,Mexico,843850,16,45195,0
2020,Argentina,Mexico,843850,16,448290,0
2017,Argentina,Mexico,843860,16,297278,0
2017,Argentina,Mexico,843880,16,545723,0
2019,Argentina,Mexico,843880,16,887214,0
2020,Argentina,Mexico,843880,16,0,10166
2017,Argentina,Mexico,843890,16,434741,34708
2018,Argentina,Mexico,843890,16,0,90415
2019,Argentina,Mexico,843890,16,0,48540
2020,Argentina,Mexico,843890,16,87376,26165
2017,Argentina,Mexico,843999,16,63147,0
2019,Argentina,Mexico,844110,16,0,2970
2020,Argentina,Mexico,844110,16,0,8630
2017,Argentina,Mexico,844190,16,12317,1465
2018,Argentina,Mexico,844190,16,0,1171
2017,Argentina,Mexico,844313,16,28033,0
2018,Argentina,Mexico,844316,16,0,24811
2019,Argentina,Mexico,844316,16,0,11106
2017,Argentina,Mexico,844319,16,63638,0
2017,Argentina,Mexico,844331,16,0,3139137
2018,Argentina,Mexico,844331,16,0,2276068
2019,Argentina,Mexico,844331,16,0,3090278
2020,Argentina,Mexico,844331,16,0,1502871
2017,Argentina,Mexico,844332,16,13446,284362
2018,Argentina,Mexico,844332,16,0,238944
2019,Argentina,Mexico,844332,16,88422,67230
2020,Argentina,Mexico,844332,16,10342,116773
2017,Argentina,Mexico,844339,16,0,450
2018,Argentina,Mexico,844339,16,0,449
2019,Argentina,Mexico,844391,16,0,1427
2020,Argentina,Mexico,844391,16,0,3342
2017,Argentina,Mexico,844399,16,149051,5295589
2018,Argentina,Mexico,844399,16,75768,5436196
2019,Argentina,Mexico,844399,16,17342,4083439
2020,Argentina,Mexico,844399,16,8262,2108001
2017,Argentina,Mexico,844400,16,6800,0
2018,Argentina,Mexico,844540,16,0,19000
2017,Argentina,Mexico,844630,16,4500,0
2020,Argentina,Mexico,844831,16,0,46063
2017,Argentina,Mexico,844832,16,0,465
2017,Argentina,Mexico,844859,16,0,5
2017,Argentina,Mexico,845011,16,0,366677
2018,Argentina,Mexico,845011,16,0,81214
2019,Argentina,Mexico,845011,16,0,251
2017,Argentina,Mexico,845020,16,0,1497
2019,Argentina,Mexico,845020,16,0,438
2017,Argentina,Mexico,845090,16,0,5741
2018,Argentina,Mexico,845090,16,0,1161
2019,Argentina,Mexico,845090,16,0,9230
2020,Argentina,Mexico,845090,16,0,4203
2017,Argentina,Mexico,845190,16,0,91
2018,Argentina,Mexico,845190,16,0,4701
2019,Argentina,Mexico,845190,16,0,37
2018,Argentina,Mexico,845290,16,0,1291
2018,Argentina,Mexico,845510,16,0,378809
2017,Argentina,Mexico,845530,16,3098074,0
2017,Argentina,Mexico,845590,16,1211067,0
2019,Argentina,Mexico,845590,16,77320,0
2017,Argentina,Mexico,845690,16,0,128893
2018,Argentina,Mexico,845690,16,0,85489
2019,Argentina,Mexico,845690,16,0,114258
2020,Argentina,Mexico,845690,16,0,129253
2017,Argentina,Mexico,846150,16,5400,0
2017,Argentina,Mexico,846210,16,0,2608
2017,Argentina,Mexico,846229,16,666,6700
2018,Argentina,Mexico,846229,16,0,567
2020,Argentina,Mexico,846229,16,0,215950
2020,Argentina,Mexico,846249,16,0,84933
2019,Argentina,Mexico,846291,16,0,4136
2020,Argentina,Mexico,846291,16,0,1767
2017,Argentina,Mexico,846299,16,0,1593
2017,Argentina,Mexico,846320,16,54100,0
2019,Argentina,Mexico,846390,16,0,4797
2017,Argentina,Mexico,846410,16,0,33903
2017,Argentina,Mexico,846490,16,0,886
2018,Argentina,Mexico,846490,16,0,777
2017,Argentina,Mexico,846591,16,0,485060
2018,Argentina,Mexico,846591,16,0,406342
2019,Argentina,Mexico,846591,16,0,54412
2020,Argentina,Mexico,846591,16,0,8514
2018,Argentina,Mexico,846594,16,0,25399
2017,Argentina,Mexico,846610,16,0,55213
2018,Argentina,Mexico,846610,16,0,20094
2019,Argentina,Mexico,846610,16,0,1987
2020,Argentina,Mexico,846610,16,0,14558
2017,Argentina,Mexico,846620,16,0,4472
2018,Argentina,Mexico,846620,16,0,4557
2019,Argentina,Mexico,846620,16,0,1730
2020,Argentina,Mexico,846620,16,0,14697
2017,Argentina,Mexico,846691,16,0,38
2018,Argentina,Mexico,846691,16,0,38
2019,Argentina,Mexico,846691,16,0,19
2020,Argentina,Mexico,846691,16,0,120
2017,Argentina,Mexico,846692,16,0,11365
2018,Argentina,Mexico,846692,16,0,53
2019,Argentina,Mexico,846692,16,0,10
2020,Argentina,Mexico,846692,16,0,10818
2017,Argentina,Mexico,846693,16,44421,28984
2018,Argentina,Mexico,846693,16,263484,10498
2019,Argentina,Mexico,846693,16,116623,46173
2020,Argentina,Mexico,846693,16,0,16818
2017,Argentina,Mexico,846694,16,147220,1311
2018,Argentina,Mexico,846694,16,37919,14266
2019,Argentina,Mexico,846694,16,0,110
2017,Argentina,Mexico,846711,16,5700,0
2017,Argentina,Mexico,846719,16,12950,0
2018,Argentina,Mexico,846719,16,0,15465
2020,Argentina,Mexico,846719,16,0,7
2017,Argentina,Mexico,846721,16,0,146479
2018,Argentina,Mexico,846721,16,0,194185
2019,Argentina,Mexico,846721,16,0,171604
2020,Argentina,Mexico,846721,16,0,177398
2017,Argentina,Mexico,846722,16,0,206601
2018,Argentina,Mexico,846722,16,0,212003
2019,Argentina,Mexico,846722,16,0,211052
2020,Argentina,Mexico,846722,16,0,16787
2017,Argentina,Mexico,846729,16,0,2846709
2018,Argentina,Mexico,846729,16,0,2254945
2019,Argentina,Mexico,846729,16,0,514715
2020,Argentina,Mexico,846729,16,0,711519
2017,Argentina,Mexico,846789,16,0,4054
2020,Argentina,Mexico,846789,16,0,5264
2019,Argentina,Mexico,846791,16,0,3
2020,Argentina,Mexico,846791,16,0,563
2017,Argentina,Mexico,846792,16,0,6
2018,Argentina,Mexico,846792,16,0,1623
2019,Argentina,Mexico,846792,16,0,492
2020,Argentina,Mexico,846792,16,0,68
2017,Argentina,Mexico,846799,16,92,16659
2018,Argentina,Mexico,846799,16,0,14475
2019,Argentina,Mexico,846799,16,0,12010
2020,Argentina,Mexico,846799,16,0,9882
2017,Argentina,Mexico,846810,16,0,12565
2018,Argentina,Mexico,846810,16,0,4747
2020,Argentina,Mexico,846810,16,0,182
2019,Argentina,Mexico,846820,16,0,4494
2017,Argentina,Mexico,846890,16,0,4655
2018,Argentina,Mexico,846890,16,0,8234
2019,Argentina,Mexico,846890,16,0,3992
2020,Argentina,Mexico,846890,16,0,410
2017,Argentina,Mexico,847050,16,225741,0
2019,Argentina,Mexico,847050,16,0,65240
2020,Argentina,Mexico,847050,16,0,197890
2017,Argentina,Mexico,847090,16,22000,0
2017,Argentina,Mexico,847130,16,0,1248546
2018,Argentina,Mexico,847130,16,0,1112480
2019,Argentina,Mexico,847130,16,0,385522
2020,Argentina,Mexico,847130,16,0,274920
2017,Argentina,Mexico,847141,16,0,499133
2018,Argentina,Mexico,847141,16,2184,66813
2019,Argentina,Mexico,847141,16,0,99841
2020,Argentina,Mexico,847141,16,0,61668
2017,Argentina,Mexico,847149,16,14200,23062783
2018,Argentina,Mexico,847149,16,0,14154687
2019,Argentina,Mexico,847149,16,0,14578035
2020,Argentina,Mexico,847149,16,0,10666025
2017,Argentina,Mexico,847150,16,52923,68712816
2018,Argentina,Mexico,847150,16,110139,65987983
2019,Argentina,Mexico,847150,16,14417,66505270
2020,Argentina,Mexico,847150,16,0,59971856
2017,Argentina,Mexico,847160,16,12149,79384
2018,Argentina,Mexico,847160,16,0,76742
2019,Argentina,Mexico,847160,16,4111,189572
2020,Argentina,Mexico,847160,16,0,194228
2017,Argentina,Mexico,847170,16,169129,7976355
2018,Argentina,Mexico,847170,16,0,7388924
2019,Argentina,Mexico,847170,16,15344,6894724
2020,Argentina,Mexico,847170,16,0,5670812
2017,Argentina,Mexico,847180,16,87,630937
2018,Argentina,Mexico,847180,16,0,645064
2019,Argentina,Mexico,847180,16,0,518136
2020,Argentina,Mexico,847180,16,0,304396
2017,Argentina,Mexico,847190,16,4688,1527125
2018,Argentina,Mexico,847190,16,0,1320229
2019,Argentina,Mexico,847190,16,3352,944390
2020,Argentina,Mexico,847190,16,0,1462938
2018,Argentina,Mexico,847290,16,0,5000
2019,Argentina,Mexico,847290,16,0,24244
2020,Argentina,Mexico,847290,16,0,29304
2017,Argentina,Mexico,847329,16,0,13964
2018,Argentina,Mexico,847329,16,0,1554
2019,Argentina,Mexico,847329,16,0,3494
2020,Argentina,Mexico,847329,16,0,389
2017,Argentina,Mexico,847330,16,38376,1231118
2018,Argentina,Mexico,847330,16,52855,1586831
2019,Argentina,Mexico,847330,16,89558,1781769
2020,Argentina,Mexico,847330,16,37632,3439689
2017,Argentina,Mexico,847340,16,0,180824
2018,Argentina,Mexico,847340,16,0,315762
2019,Argentina,Mexico,847340,16,0,57883
2020,Argentina,Mexico,847340,16,0,41691
2017,Argentina,Mexico,847350,16,5418,45
2018,Argentina,Mexico,847350,16,0,1975
2019,Argentina,Mexico,847350,16,0,75854
2020,Argentina,Mexico,847350,16,0,41577
2017,Argentina,Mexico,847431,16,118291,127824
2018,Argentina,Mexico,847431,16,0,563274
2017,Argentina,Mexico,847480,16,0,63572
2017,Argentina,Mexico,847490,16,456,36575
2018,Argentina,Mexico,847490,16,0,23592
2020,Argentina,Mexico,847490,16,0,7344
2017,Argentina,Mexico,847590,16,37940,2
2018,Argentina,Mexico,847590,16,0,4704
2019,Argentina,Mexico,847590,16,0,16645
2017,Argentina,Mexico,847689,16,7800,0
